zip,cbsa
90743,31080
90744,31080
90745,31080
90746,31080
90747,31080
90748,31080
90749,31080
90755,31080
90801,31080
90802,31080
90803,31080
90804,31080
90805,31080
90806,31080
90807,31080
90808,31080
90809,31080
90810,31080
90813,31080
90814,31080
90815,31080
90822,31080
90831,31080
90832,31080
90833,31080
90840,31080
90844,31080
90846,31080
90853,31080
90895,31080
90899,31080
91001,31080
91003,31080
91006,31080
91007,31080
91008,31080
91009,31080
91010,31080
91011,31080
91012,31080
91016,31080
91017,31080
91020,31080
91021,31080
91023,31080
91024,31080
91025,31080
91030,31080
91031,31080
91040,31080
91041,31080
91042,31080
91043,31080
91046,31080
91066,31080
91077,31080
91101,31080
91102,31080
91103,31080
91104,31080
91105,31080
91106,31080
91107,31080
91108,31080
91109,31080
91114,31080
91115,31080
91116,31080
91117,31080
91118,31080
91121,31080
91123,31080
91124,31080
91125,31080
91126,31080
91129,31080
91182,31080
91184,31080
91185,31080
91188,31080
91189,31080
91199,31080
91201,31080
91202,31080
91203,31080
91204,31080
91205,31080
91206,31080
91207,31080
91208,31080
91209,31080
91210,31080
91214,31080
91221,31080
91222,31080
91224,31080
91225,31080
91226,31080
91301,31080
91302,31080
91303,31080
91304,31080
91305,31080
91306,31080
91307,31080
91308,31080
91309,31080
91310,31080
91311,31080
91313,31080
91316,31080
91321,31080
91322,31080
91324,31080
91325,31080
91326,31080
91327,31080
91328,31080
91329,31080
91330,31080
91331,31080
91333,31080
91334,31080
91335,31080
91337,31080
91340,31080
91341,31080
91342,31080
91343,31080
91344,31080
91345,31080
91346,31080
91350,31080
91351,31080
91352,31080
91353,31080
91354,31080
91355,31080
91356,31080
91357,31080
91364,31080
91365,31080
91367,31080
91371,31080
91372,31080
91376,31080
91380,31080
91381,31080
91382,31080
91383,31080
91384,31080
91385,31080
91386,31080
91387,31080
91390,31080
91392,31080
91393,31080
91394,31080
91395,31080
91396,31080
91401,31080
91402,31080
91403,31080
91404,31080
91405,31080
91406,31080
91407,31080
91408,31080
91409,31080
91411,31080
91412,31080
91413,31080
91416,31080
91423,31080
91426,31080
91436,31080
91470,31080
91482,31080
91495,31080
91496,31080
91499,31080
91501,31080
91502,31080
91503,31080
91504,31080
91505,31080
91506,31080
91507,31080
91508,31080
91510,31080
91521,31080
91522,31080
91523,31080
91601,31080
91602,31080
91603,31080
91604,31080
91605,31080
91606,31080
91607,31080
91608,31080
91609,31080
91610,31080
91611,31080
91612,31080
91614,31080
91615,31080
91617,31080
91702,31080
91706,31080
91711,31080
91714,31080
91715,31080
91716,31080
91722,31080
91723,31080
91724,31080
91731,31080
91732,31080
91733,31080
91734,31080
91740,31080
91741,31080
91744,31080
91745,31080
91746,31080
91747,31080
91748,31080
91750,31080
91754,31080
91755,31080
91756,31080
91765,31080
91766,31080
91767,31080
91768,31080
91769,31080
91770,31080
91771,31080
91772,31080
91773,31080
91775,31080
91776,31080
91778,31080
91780,31080
91788,31080
91789,31080
91790,31080
91791,31080
91792,31080
91793,31080
91801,31080
91802,31080
91803,31080
91804,31080
91896,31080
91899,31080
92602,31080
92603,31080
92604,31080
92605,31080
92606,31080
92607,31080
92609,31080
92610,31080
92612,31080
92614,31080
92615,31080
92616,31080
92617,31080
92618,31080
92619,31080
92620,31080
92623,31080
92624,31080
92625,31080
92626,31080
92627,31080
92628,31080
92629,31080
92630,31080
92637,31080
92646,31080
92647,31080
92648,31080
92649,31080
92650,31080
92651,31080
92652,31080
92653,31080
92654,31080
92655,31080
92656,31080
92657,31080
92658,31080
92659,31080
92660,31080
92661,31080
92662,31080
92663,31080
92672,31080
92673,31080
92674,31080
92675,31080
92676,31080
92677,31080
92678,31080
92679,31080
92683,31080
92684,31080
92685,31080
92688,31080
92690,31080
92691,31080
92692,31080
92693,31080
92694,31080
92697,31080
92698,31080
92701,31080
92702,31080
92703,31080
92704,31080
92705,31080
92706,31080
92707,31080
92708,31080
92711,31080
92728,31080
92735,31080
92780,31080
92781,31080
92782,31080
92799,31080
92801,31080
92802,31080
92803,31080
92804,31080
92805,31080
92806,31080
92807,31080
92808,31080
92809,31080
92811,31080
92812,31080
92814,31080
92815,31080
92816,31080
92817,31080
92821,31080
92822,31080
92823,31080
92825,31080
92831,31080
92832,31080
92833,31080
92834,31080
92835,31080
92836,31080
92837,31080
92838,31080
92840,31080
92841,31080
92842,31080
92843,31080
92844,31080
92845,31080
92846,31080
92856,31080
92857,31080
92859,31080
92861,31080
92862,31080
92863,31080
92864,31080
92865,31080
92866,31080
92867,31080
92868,31080
92869,31080
92870,31080
92871,31080
92885,31080
92886,31080
92887,31080
92899,31080
93510,31080
93532,31080
93534,31080
93535,31080
93536,31080
93539,31080
93543,31080
93544,31080
93550,31080
93551,31080
93552,31080
93553,31080
93563,31080
93584,31080
93586,31080
93590,31080
93591,31080
93599,31080
